barcode,x,y,original_cluster,mclust_seed_141,mclust_seed_549,mclust_seed_75,mclust_seed_492,mclust_seed_676,mclust_seed_179,mclust_seed_587,mclust_seed_592,mclust_seed_601,mclust_seed_916,mclust_seed_518,mclust_seed_339,mclust_seed_921,mclust_seed_423,mclust_seed_330,mclust_seed_388,mclust_seed_273,mclust_seed_286,mclust_seed_61,mclust_seed_807,mclust_seed_283,mclust_seed_127,mclust_seed_165,mclust_seed_952,mclust_seed_311,mclust_seed_597,mclust_seed_473,mclust_seed_594,mclust_seed_605,mclust_seed_101
136,-0.55,0.05,4,4,2,2,1,1,1,2,1,2,2,1,1,1,1,1,1,2,2,2,1,1,4,1,4,4,1,5,2,1,1
137,-0.4,0.05,4,4,2,2,1,1,1,2,1,2,2,1,1,1,1,1,1,2,2,2,1,1,4,1,4,4,1,5,2,1,1
138,-0.25,0.05,4,4,2,2,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,1,3,4,1,4,4,3,5,2,1,1
139,-0.7,0.2,1,4,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,1,3,4,2,4,4,1,4,2,1,2
140,-0.55,0.2,1,4,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,1,3,4,2,4,4,1,4,2,1,2
141,-0.4,0.2,4,4,2,2,1,1,1,2,2,1,2,1,2,1,1,1,1,2,2,2,1,3,4,1,4,4,3,5,3,1,2
142,-0.25,0.2,4,1,2,1,1,3,1,4,2,1,2,3,2,1,1,3,1,3,2,1,1,3,4,1,4,4,3,5,3,1,4
143,-0.1,0.2,4,1,2,1,2,3,1,1,2,1,2,3,2,5,3,3,2,3,1,5,5,3,1,2,2,3,3,3,3,2,2
144,0.05,0.2,4,5,5,6,6,5,2,6,5,1,2,6,5,5,6,3,5,6,5,5,4,5,5,5,5,5,4,3,3,4,5
145,0.2,0.2,4,5,5,6,6,5,5,6,5,5,6,6,5,5,6,5,5,6,5,5,4,5,5,5,5,5,4,6,6,6,5
146,0.35,0.2,4,5,5,6,6,5,5,6,5,5,6,6,5,5,6,5,5,6,5,5,4,5,5,5,5,5,4,6,6,6,5
147,0.5,0.2,4,5,5,6,6,5,5,6,5,5,6,6,5,5,6,5,5,6,5,6,4,5,5,5,5,5,4,6,6,6,5
148,0.65,0.2,4,5,5,6,6,5,5,6,5,5,6,6,5,5,6,5,5,6,5,6,4,5,5,5,5,5,4,6,6,6,5
149,0.8,0.2,4,5,5,6,6,5,5,6,5,5,6,6,5,5,6,6,5,6,5,6,5,5,1,5,5,5,4,6,6,6,5
150,0.95,0.2,3,5,5,6,2,5,6,1,5,5,6,3,5,5,6,6,5,6,1,6,5,5,1,5,1,5,5,6,6,6,5
151,1.1,0.2,3,5,6,1,2,5,6,1,6,5,1,3,3,5,6,6,5,6,1,6,5,5,1,4,1,5,5,6,6,6,5
152,1.25,0.2,3,5,5,1,2,5,6,1,5,5,6,3,3,5,6,6,5,6,1,6,5,5,1,5,1,5,5,6,6,6,5
153,1.4,0.2,3,5,5,1,2,5,6,1,5,5,6,3,3,5,6,6,5,6,1,6,5,5,1,5,1,5,5,6,6,6,5
154,1.55,0.2,5,5,4,5,5,5,2,5,5,5,2,5,3,5,5,5,5,5,4,5,5,6,1,6,6,6,6,3,6,4,5
155,1.7,0.2,5,1,2,5,5,5,2,5,5,3,2,5,3,5,5,5,6,5,4,5,5,6,1,6,6,6,6,3,5,5,6
156,1.85,0.2,5,1,2,5,5,3,2,5,2,3,2,5,3,2,5,5,6,5,4,5,5,6,1,6,6,1,3,3,5,5,6
157,2.0,0.2,3,1,4,1,2,3,6,1,3,1,3,2,2,2,5,3,2,4,1,3,5,3,1,2,1,1,2,1,3,2,2
158,2.15,0.2,3,1,2,1,2,3,6,1,3,1,3,2,2,2,5,3,2,4,1,3,5,3,1,2,1,1,3,1,3,2,2
159,2.3,0.2,3,1,1,1,2,3,6,1,3,1,3,2,2,2,3,3,2,4,1,3,5,3,1,2,1,1,3,1,3,2,2
160,2.45,0.2,3,1,2,1,2,3,6,1,3,1,3,2,2,2,3,3,2,3,1,3,5,3,1,2,1,1,2,1,3,2,2
161,2.6,0.2,6,1,2,5,5,2,2,4,3,3,5,5,6,4,5,2,4,1,4,1,2,2,1,4,2,3,3,3,1,5,4
162,2.75,0.2,6,6,2,5,5,2,2,4,2,3,5,5,6,4,5,2,4,1,4,1,2,2,6,4,2,6,3,3,1,5,4
163,2.9,0.2,6,6,2,5,5,2,2,4,2,6,5,5,6,6,5,2,4,3,6,1,6,6,6,4,6,6,6,3,1,5,4
164,3.05,0.2,6,6,2,5,5,6,2,5,2,6,2,5,6,6,5,5,6,5,6,5,6,6,6,6,6,6,6,3,5,4,6
165,-0.7,0.35,1,2,1,2,2,3,1,2,2,1,1,3,2,1,1,3,1,3,1,3,1,3,2,2,1,4,1,4,3,1,2
166,-0.55,0.35,1,2,1,2,2,3,1,2,2,1,1,3,2,1,1,3,1,3,1,3,1,3,2,2,1,4,1,4,3,1,2
167,-0.4,0.35,6,1,2,5,5,2,2,4,2,3,5,5,2,4,5,2,4,1,4,1,2,2,1,4,2,3,3,3,1,5,4
168,-0.25,0.35,6,1,2,5,2,3,2,5,2,3,2,5,2,6,5,5,6,3,4,5,2,3,1,2,2,3,3,3,5,5,6
169,-0.1,0.35,4,5,2,1,2,3,2,1,2,1,2,3,2,5,5,3,5,3,1,5,5,5,1,2,2,5,4,3,3,2,2
170,0.05,0.35,4,5,5,6,6,5,5,6,5,5,2,6,5,5,6,5,5,6,5,5,4,5,5,5,5,5,4,6,5,6,5
171,0.2,0.35,4,5,5,6,6,5,5,6,5,5,6,6,5,5,6,5,5,6,5,5,4,5,5,5,5,5,4,6,6,6,5
172,0.35,0.35,4,5,5,6,6,5,5,6,5,5,6,6,5,5,6,5,5,6,5,5,4,5,5,5,5,5,4,6,6,6,5
173,0.5,0.35,4,5,5,6,6,5,5,6,5,5,6,6,5,5,6,5,5,6,5,6,4,5,5,5,5,5,4,6,6,6,5
174,0.65,0.35,4,5,5,6,6,5,5,6,5,5,6,6,5,5,6,6,5,6,5,6,4,5,5,5,5,5,4,6,6,6,5
175,0.8,0.35,5,5,5,6,6,5,5,6,5,5,6,6,5,5,6,6,5,6,5,6,4,5,5,5,5,5,4,6,6,6,5
176,0.95,0.35,5,5,5,6,6,5,5,6,5,5,6,6,5,5,6,6,5,6,5,6,4,5,5,5,5,5,4,6,6,6,5
177,1.1,0.35,3,5,5,6,2,5,6,1,5,5,6,3,3,5,6,6,5,6,1,6,5,5,1,5,1,5,5,6,6,6,5
178,1.25,0.35,3,5,5,6,2,5,6,1,5,5,6,3,3,5,6,6,5,6,1,6,5,5,1,5,1,5,5,6,6,6,5
179,1.4,0.35,3,5,5,1,2,5,6,1,5,5,6,3,3,5,6,6,5,6,1,6,5,5,1,5,1,5,5,6,6,6,5
180,1.55,0.35,5,5,5,5,5,5,2,5,5,5,2,5,3,5,5,6,5,6,4,6,5,5,1,6,2,5,6,6,6,6,5
181,1.7,0.35,5,1,2,5,5,5,2,5,5,3,2,5,3,5,5,5,6,5,4,5,5,6,1,6,6,6,6,3,5,4,5
182,1.85,0.35,5,1,4,5,5,6,2,5,2,3,2,5,3,2,5,5,6,5,4,5,5,6,1,6,6,1,3,3,5,4,6
183,2.0,0.35,3,1,1,1,2,3,6,1,3,1,3,2,2,2,3,3,2,4,1,3,5,3,1,2,1,1,2,1,3,2,2
184,2.15,0.35,3,1,1,1,2,3,6,1,3,1,3,2,2,2,3,3,2,4,1,3,5,3,1,2,1,1,2,1,3,2,2
185,2.3,0.35,3,1,1,1,2,3,6,1,3,1,3,2,2,2,3,3,2,4,1,3,5,3,1,2,1,1,2,1,3,2,2
186,2.45,0.35,1,2,6,1,2,3,6,1,6,1,1,3,2,3,4,3,3,3,1,3,5,3,2,2,1,2,5,1,3,2,2
187,2.6,0.35,1,2,6,1,2,3,6,1,6,1,1,3,2,3,4,3,3,3,1,3,5,3,2,2,1,2,5,1,3,2,2
188,2.75,0.35,1,2,6,1,2,3,6,1,6,1,1,3,2,3,4,3,3,3,1,3,6,3,2,2,1,2,5,1,3,2,2
189,2.9,0.35,6,6,2,5,5,6,2,5,2,6,2,5,6,6,5,5,6,5,6,5,6,6,6,6,6,6,6,3,5,4,6
190,3.05,0.35,6,6,2,5,5,6,2,5,2,6,2,5,6,6,5,2,6,5,6,5,6,6,6,6,6,6,6,3,5,5,6
191,3.2,0.35,6,6,2,5,5,6,2,5,2,6,2,5,6,6,5,5,6,5,6,5,6,6,6,6,6,6,6,3,5,4,6
192,-0.7,0.5,1,2,1,1,2,3,1,1,2,1,1,3,2,3,1,3,1,3,1,3,1,3,2,2,1,2,1,1,3,1,2
193,-0.55,0.5,1,2,1,1,2,3,1,1,2,1,1,3,2,1,1,3,1,3,1,3,1,3,2,2,1,2,1,1,3,1,2
194,-0.4,0.5,6,1,2,5,5,6,2,5,2,3,2,5,2,6,5,5,6,3,4,5,2,3,1,2,2,3,3,3,5,5,6
195,-0.25,0.5,6,1,2,5,5,2,2,4,2,3,5,5,2,4,5,2,4,3,4,1,2,2,1,4,2,3,3,3,1,5,4
196,-0.1,0.5,6,5,2,6,6,5,2,5,2,3,2,6,5,5,6,5,5,6,5,5,4,5,5,5,2,5,4,3,5,4,5
197,0.05,0.5,6,5,5,6,6,5,5,6,5,5,6,6,5,5,6,5,5,6,5,5,4,5,5,5,5,5,4,6,5,6,5
198,0.2,0.5,6,5,5,6,6,5,5,6,5,5,6,6,5,5,6,5,5,6,5,5,4,5,5,5,5,5,4,6,6,6,5
199,0.35,0.5,6,5,5,6,6,5,5,6,5,5,6,6,5,5,6,5,5,6,5,5,4,5,5,5,5,5,4,6,5,6,5
200,0.5,0.5,6,5,5,6,6,5,5,6,5,5,6,6,5,5,6,5,5,6,5,5,4,5,5,5,5,5,4,6,6,6,5
201,0.65,0.5,5,5,5,6,6,5,5,6,5,5,6,6,5,5,6,6,5,6,5,6,4,5,5,5,5,5,4,6,6,6,5
202,0.8,0.5,5,5,5,6,6,5,5,6,5,5,6,6,5,5,6,6,5,6,5,6,4,5,5,5,5,5,4,6,6,6,5
203,0.95,0.5,5,5,5,6,6,5,5,6,5,5,6,6,5,5,6,6,5,6,5,6,4,5,5,5,5,5,4,6,6,6,5
